Name,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,eFG,REB,AST,STL,BLK,ast_tov
Geronimo Rubio De La Rosa,25.0,30.8,14.4,4.6,10.5,44.3,2.3,5.8,39.6,2.9,3.5,81.8,54.761904761904766,3.8,2.7,1.6,0.1,1.4210526315789476
Taje' Kelly,30.0,30.8,14.4,5.5,11.5,47.5,0.5,1.3,38.5,3.0,4.5,67.2,50.0,7.6,1.5,0.4,0.5,0.5357142857142857
Markeese Hastings,31.0,30.7,14.4,5.5,10.6,51.5,0.8,2.0,38.7,2.7,3.6,73.5,55.66037735849058,7.8,1.7,0.8,0.7,0.6799999999999999
Peter Filipovity,32.0,27.1,14.4,5.5,9.8,56.2,0.3,1.4,24.4,3.1,4.1,75.4,57.6530612244898,7.6,0.9,1.2,0.2,0.6923076923076923
Obinna Anochili-Killen,30.0,30.6,14.4,4.9,11.0,44.4,1.0,3.1,32.6,3.7,5.5,66.7,49.09090909090909,5.9,1.6,1.0,1.0,1.0
Arthur Kaluma,33.0,34.5,14.4,4.6,10.8,42.7,1.5,4.5,34.5,3.6,4.8,74.7,49.53703703703703,7.0,2.0,0.8,0.5,0.7142857142857143
Tyler Cochran,32.0,29.7,14.4,5.7,11.6,49.5,0.9,2.5,34.6,2.1,2.9,70.2,53.017241379310356,6.4,2.1,1.9,0.2,0.9545454545454545
Treysen Eaglestaff,32.0,28.5,14.4,5.0,11.5,43.4,2.5,6.5,38.3,1.9,2.3,81.1,54.347826086956516,2.3,1.5,0.7,0.4,0.8333333333333333
Walyn Napper,35.0,32.8,14.4,5.7,12.6,45.0,0.7,2.7,25.3,2.3,3.7,62.3,48.01587301587302,4.0,4.5,1.5,0.3,1.6071428571428572
Adama Bal,30.0,31.1,14.4,4.6,10.7,43.3,1.7,4.9,35.4,3.4,4.1,82.1,50.93457943925234,3.2,3.1,0.9,0.2,1.347826086956522
Tyler Bilodeau,32.0,29.8,14.3,5.3,10.0,53.3,0.9,2.7,34.5,2.7,3.4,79.8,57.49999999999999,5.7,1.2,0.6,0.4,0.7999999999999999
Cam Spencer,40.0,32.8,14.3,4.9,10.1,48.4,2.5,5.6,44.0,2.1,2.3,91.1,60.891089108910904,4.9,3.6,1.5,0.3,3.6
Kenyon Giles,32.0,32.2,14.3,5.7,13.6,41.6,1.6,5.2,30.5,1.4,1.7,81.8,47.794117647058826,2.0,2.8,1.0,0.1,1.6470588235294117
Reece Beekman,34.0,32.7,14.3,5.3,11.9,44.3,0.9,2.9,31.0,2.8,3.7,75.4,48.319327731092436,3.6,6.2,2.0,0.5,2.9523809523809526
Dominick Harris,24.0,28.4,14.3,4.7,10.9,42.9,2.7,6.0,44.8,2.3,2.9,78.3,55.5045871559633,3.3,1.0,0.5,0.1,0.5263157894736842
Lahat Thioune,31.0,26.9,14.3,6.1,10.6,57.3,0.0,0.0,0.0,2.1,2.9,71.4,57.54716981132076,9.3,0.8,0.5,0.5,0.2962962962962963
Sahvir Wheeler,31.0,33.8,14.3,5.6,12.9,43.6,0.8,2.9,26.7,2.2,3.5,64.5,46.51162790697674,3.5,6.1,1.3,0.2,1.8484848484848484
Jared McCain,36.0,31.6,14.3,4.9,10.5,46.2,2.4,5.8,41.4,2.1,2.4,88.5,58.0952380952381,5.0,1.9,1.1,0.1,1.4615384615384615
Jlynn Counter,29.0,30.5,14.3,5.2,11.5,44.9,0.9,2.7,32.5,3.1,4.0,76.7,49.1304347826087,3.9,3.0,1.5,0.2,0.8823529411764706
A'lahn Sumler,29.0,29.6,14.2,5.1,12.8,40.1,2.0,6.1,32.6,2.0,2.7,72.2,47.65624999999999,3.1,1.7,0.9,0.3,1.0625
Jonathan Mogbo,34.0,28.9,14.2,6.1,9.5,63.6,0.0,0.1,0.0,2.1,3.1,69.2,64.21052631578948,10.1,3.6,1.6,0.8,2.0
Seth Towns,32.0,32.4,14.2,4.1,11.2,36.8,2.1,6.1,34.7,3.8,4.6,84.2,45.982142857142854,6.5,2.5,1.0,0.4,1.25
Trae Broadnax,30.0,31.4,14.2,5.3,11.4,46.5,1.0,3.0,33.7,2.6,3.6,71.6,50.87719298245613,4.2,3.5,1.0,0.2,1.5217391304347827
Tai Strickland,25.0,30.9,14.2,5.0,11.4,43.5,0.7,2.9,24.7,3.6,4.5,79.5,46.92982456140351,4.0,2.6,1.8,0.4,0.896551724137931
Kyle Rode,32.0,30.6,14.2,4.8,12.1,40.1,3.1,8.1,38.8,1.4,1.8,75.9,52.47933884297521,4.9,2.5,0.8,0.1,2.2727272727272725
Ace Baldwin Jr.,33.0,35.9,14.2,4.4,11.4,38.9,1.5,4.4,32.9,3.9,4.7,82.6,45.17543859649123,2.7,6.0,2.7,0.3,2.3076923076923075
Jaxson Robinson,33.0,26.5,14.2,5.0,11.7,42.6,2.5,6.9,35.4,1.8,2.0,90.8,53.41880341880342,2.5,1.3,0.7,0.4,0.8666666666666667
Idan Tretout,28.0,28.1,14.2,4.7,12.0,39.4,2.1,5.9,36.0,2.6,3.9,67.3,47.91666666666667,2.9,2.3,1.5,0.2,1.0952380952380951
Jamal Mashburn Jr.,28.0,29.4,14.1,4.6,12.7,36.0,1.4,4.5,31.7,3.6,4.2,84.7,41.73228346456693,2.1,1.5,0.4,0.1,1.1538461538461537
Kelton Talford,31.0,27.1,14.1,4.9,7.9,62.4,0.1,0.3,25.0,4.2,6.1,69.1,62.65822784810127,5.7,1.1,0.5,0.6,0.5238095238095238
Shamar Wright,32.0,33.5,14.1,4.9,11.0,44.7,1.3,4.0,32.8,3.0,4.6,65.8,50.45454545454546,4.6,1.1,1.6,0.5,0.7333333333333334
Danny Wolf,32.0,30.8,14.1,5.5,11.7,47.2,0.9,2.6,34.5,2.2,3.1,71.7,50.854700854700866,9.7,2.4,1.0,1.3,1.0434782608695652
Jaden House,32.0,28.1,14.1,4.9,10.9,45.1,1.3,4.0,33.1,2.9,4.3,67.4,50.91743119266056,3.2,1.4,0.7,0.3,0.6666666666666666
Meechie Johnson,33.0,29.1,14.1,4.7,11.8,39.9,1.8,5.7,32.1,2.8,3.6,78.8,47.45762711864407,4.1,2.9,0.9,0.1,1.8124999999999998
Atin Wright,35.0,30.7,14.1,4.8,10.5,45.8,1.9,4.6,40.6,2.6,3.1,81.8,54.761904761904766,2.3,1.9,1.1,0.1,1.5833333333333333
Donovan Dent,35.0,31.3,14.1,5.6,10.7,52.0,0.4,1.1,37.5,2.5,3.7,68.2,54.20560747663552,2.5,5.4,1.5,0.7,2.347826086956522
Isaiah Thompson,24.0,30.1,14.1,4.0,9.7,41.6,2.4,6.2,38.5,3.6,4.3,83.7,53.60824742268042,1.9,2.0,1.1,0.0,1.0
Ja'Darius Harris,26.0,29.2,14.1,4.6,10.2,45.1,1.1,3.2,33.7,3.8,4.5,83.1,50.49019607843137,3.3,1.9,0.9,0.0,0.95
KJ Johnson,29.0,28.4,14.1,4.2,9.6,43.4,0.9,2.8,32.5,4.8,6.2,77.3,48.43750000000001,2.7,2.1,0.3,0.1,1.6153846153846154
Shykeim Phillips,31.0,26.2,14.1,5.5,10.5,52.5,0.4,1.2,34.2,2.7,3.3,80.6,54.28571428571429,3.2,3.7,1.9,0.2,3.7
Boden Skunberg,31.0,34.0,14.1,5.0,12.2,40.8,1.6,4.6,34.0,2.5,3.2,79.0,47.54098360655738,5.4,2.1,0.6,0.0,1.105263157894737
Seth Hubbard,31.0,30.9,14.1,4.8,13.2,36.8,2.2,6.9,32.1,2.2,2.7,79.8,44.6969696969697,3.4,1.6,1.1,0.3,1.142857142857143
Quinton Mincey,32.0,27.1,14.1,4.5,9.1,49.3,1.4,3.9,34.9,3.7,4.8,76.1,57.14285714285715,6.6,1.0,0.7,0.6,0.7692307692307692
Jayvis Harvey,28.0,34.8,14.0,4.3,10.3,41.9,1.9,5.1,36.4,3.5,4.5,79.2,50.970873786407765,3.9,3.0,1.1,0.4,1.5789473684210527
Darius Maddox,29.0,33.9,14.0,4.7,10.7,44.3,2.3,5.6,41.4,2.3,2.7,85.7,54.67289719626168,3.4,1.8,0.6,0.3,1.3846153846153846
Jaylen Forbes,30.0,33.9,14.0,4.4,11.4,38.2,2.6,7.3,35.2,2.7,3.6,76.6,50.0,3.8,1.8,1.4,0.3,0.9473684210526316
Devontae Blanton,30.0,30.4,14.0,5.6,13.4,41.9,0.5,1.7,30.8,2.2,3.2,69.8,43.656716417910445,5.3,2.5,0.7,0.3,1.3157894736842106
Will Thomas,30.0,28.1,14.0,5.4,11.4,47.1,0.4,2.0,20.3,2.9,3.4,85.3,49.12280701754386,4.0,1.9,1.0,0.5,1.0
Brandon Johnson,31.0,34.7,14.0,4.6,11.1,42.0,2.1,5.7,36.5,2.6,3.6,73.9,50.9009009009009,8.6,1.6,1.7,0.5,0.9411764705882354
Akuel Kot,32.0,34.0,14.0,4.8,11.2,43.3,1.9,5.0,37.9,2.4,2.8,86.7,51.33928571428572,2.5,2.0,0.6,0.2,0.8695652173913044
Gabe DorseyW&,33.0,31.8,14.0,4.2,10.7,38.7,3.4,9.4,36.5,2.3,2.6,89.4,55.14018691588786,3.0,0.7,0.6,0.1,0.8749999999999999
Miguel Tomley,34.0,31.4,14.0,4.9,11.5,42.5,2.5,6.5,38.3,1.8,2.3,77.9,53.47826086956522,3.0,1.9,0.8,0.1,1.2666666666666666
Dhashon Dyson,34.0,33.0,14.0,4.9,14.1,34.9,1.8,5.2,34.5,2.4,3.1,74.8,41.13475177304965,3.5,1.9,1.7,0.0,1.0
Max Shulga,37.0,32.9,14.0,3.9,8.8,44.6,2.3,5.6,41.5,3.8,4.4,87.6,57.386363636363626,4.6,3.6,0.9,0.3,1.8
Sion James,31.0,36.8,14.0,4.8,9.3,51.4,1.4,3.6,38.1,3.1,4.5,68.3,59.13978494623655,5.4,2.7,1.6,0.7,2.2500000000000004
Jeremy Roach,35.0,32.7,14.0,4.7,10.1,46.8,1.5,3.6,42.9,2.9,3.5,84.4,53.960396039603964,2.5,3.3,1.1,0.1,2.357142857142857
Nolan Hickman,35.0,35.3,14.0,5.1,10.9,47.1,2.2,5.4,41.3,1.5,1.7,88.3,56.88073394495412,2.3,2.7,1.0,0.3,2.076923076923077
Tony Perkins,34.0,30.9,14.0,4.8,11.1,43.2,0.7,2.3,29.9,3.7,4.7,78.8,46.3963963963964,4.4,4.6,1.6,0.4,2.4210526315789473
Marcus Williams,34.0,30.8,14.0,5.5,12.0,45.6,1.9,5.5,34.4,1.1,1.7,67.2,53.75,3.3,3.9,1.4,0.3,1.7727272727272725
Jaylin Hunter,33.0,31.3,14.0,4.8,11.5,41.7,1.5,5.1,29.3,2.9,3.9,74.4,48.26086956521739,4.4,4.9,1.7,0.2,2.3333333333333335
Mekhi Mason,32.0,30.5,14.0,4.8,12.1,39.3,1.5,4.5,34.3,2.9,4.3,68.1,45.86776859504132,4.0,2.8,0.9,0.5,1.2173913043478262
Stephan Swenson,35.0,33.4,13.9,4.9,12.1,41.0,1.3,4.1,32.4,2.7,3.3,81.9,45.86776859504133,4.7,5.8,1.5,0.1,2.148148148148148
Duke Deen,35.0,32.9,13.9,5.0,11.5,43.7,2.5,6.6,38.1,1.4,1.7,78.7,54.347826086956516,3.2,3.9,0.9,0.1,2.1666666666666665
Miles Kelly,32.0,31.8,13.9,4.7,12.7,36.9,2.2,6.7,32.1,2.4,3.3,73.3,45.66929133858268,5.5,1.8,0.8,0.3,0.9
Tahlik Chavez,31.0,30.8,13.9,4.2,9.7,42.7,2.6,6.4,40.4,3.0,3.9,77.7,56.70103092783506,2.9,1.3,0.9,0.0,1.0833333333333335
Jahmyl Telfort,33.0,34.8,13.9,5.2,12.1,43.5,1.1,3.3,32.7,2.3,2.8,84.6,47.5206611570248,4.9,3.0,1.0,0.5,1.7647058823529411
Tyrese Samuel,36.0,26.8,13.9,5.5,9.8,56.4,0.1,0.7,16.0,2.8,4.9,56.2,56.63265306122448,7.4,1.9,1.1,1.1,1.1176470588235294
Ben Johnson,27.0,32.1,13.9,5.1,12.2,41.5,2.6,6.7,38.1,1.2,1.5,80.0,52.459016393442624,3.4,1.4,0.7,0.0,2.0
Gerald Drumgoole Jr.,33.0,28.6,13.9,4.7,10.8,43.3,2.3,6.2,37.3,2.2,3.5,64.3,54.166666666666664,3.8,2.4,0.4,0.2,1.5999999999999999
Jhamir Brickus,33.0,36.5,13.9,4.8,11.0,43.3,1.8,4.5,40.0,2.5,3.0,85.7,51.81818181818182,3.5,4.8,1.2,0.1,2.2857142857142856
Jestin Porter,33.0,31.8,13.9,5.0,12.5,39.9,1.8,5.5,33.7,2.1,2.7,77.5,47.2,3.3,1.8,1.0,0.2,0.8181818181818181
Aaron Clarke,31.0,33.0,13.9,4.9,12.0,41.1,2.0,5.7,35.0,2.0,2.6,77.5,49.16666666666667,3.5,3.0,0.7,0.1,2.3076923076923075
Brycen Goodine,31.0,25.9,13.9,4.9,9.8,49.8,2.5,5.3,46.7,1.6,2.2,76.1,62.755102040816325,3.0,1.4,0.8,0.3,0.9333333333333332
Aidan Mahaney,34.0,33.2,13.9,4.9,12.8,38.6,2.4,6.9,35.5,1.5,1.9,81.3,47.65625,2.6,2.6,0.8,0.1,1.8571428571428574
Joel Soriano,33.0,28.2,13.8,5.1,8.8,57.7,0.2,0.5,43.8,3.4,4.9,70.2,59.09090909090908,9.5,1.5,0.2,1.7,1.25
Aniwaniwa Tait-Jones,33.0,29.7,13.8,4.8,8.5,56.1,0.3,0.8,34.6,4.0,5.5,73.1,58.235294117647065,5.8,2.9,1.1,0.3,1.3181818181818181
Carlton Carrington,33.0,33.2,13.8,4.8,11.7,41.2,2.0,6.1,32.2,2.2,2.8,78.5,49.572649572649574,5.2,4.1,0.6,0.2,2.1578947368421053
Keith Lamar,27.0,27.9,13.8,4.8,10.5,45.9,1.6,3.7,42.4,2.6,3.5,75.5,53.333333333333336,5.3,1.4,1.2,0.4,0.7368421052631579
Frankie Collins,32.0,32.3,13.8,5.3,12.5,42.6,1.4,4.5,31.0,1.8,3.1,57.6,48.0,4.4,3.2,2.6,0.2,1.1851851851851851
Zion Young,31.0,29.5,13.8,4.2,10.8,38.4,1.9,5.6,33.1,3.6,4.6,77.8,47.68518518518518,3.5,0.7,0.6,0.1,0.6363636363636362
Beau Becker,31.0,30.0,13.8,5.4,11.0,48.5,2.4,6.0,39.6,0.7,1.0,71.0,60.00000000000001,4.4,1.5,0.5,0.8,1.5
Lamar Wilkerson,31.0,29.7,13.8,4.9,11.4,42.8,1.7,4.8,34.7,2.4,2.9,83.1,50.43859649122807,3.6,1.4,1.0,0.2,1.0769230769230769
Cameron Hildreth,35.0,34.1,13.8,4.7,10.3,45.4,1.1,3.3,35.1,3.3,4.1,80.4,50.970873786407765,4.7,2.4,1.0,0.2,1.1428571428571428
Malevy Leons,35.0,34.4,13.8,4.5,9.2,48.8,1.2,3.6,34.1,3.6,4.6,78.3,55.434782608695656,7.1,1.3,1.5,1.5,0.7647058823529412
Ben Krikke,34.0,28.6,13.8,5.5,10.0,54.7,0.2,0.5,33.3,2.7,3.6,74.0,55.99999999999999,4.8,1.4,0.9,0.3,1.2727272727272725
VonCameron Davis,33.0,29.2,13.8,5.3,10.9,48.5,1.0,2.9,33.0,2.3,3.0,75.0,53.21100917431192,5.1,1.4,1.0,0.2,0.9333333333333332
Tyrin Lawrence,28.0,31.1,13.8,4.4,11.1,39.9,1.0,3.7,27.2,3.9,5.6,70.5,44.14414414414415,5.1,1.5,1.4,0.4,0.7894736842105263
Jaylen Murray,32.0,32.2,13.8,4.8,11.8,41.1,2.3,6.0,37.3,1.8,2.4,76.6,50.42372881355931,2.3,4.0,1.4,0.4,2.3529411764705883
Robert Brown,32.0,34.4,13.8,4.5,10.5,42.9,2.5,6.1,40.8,2.3,2.9,77.7,54.761904761904766,3.1,1.6,0.8,0.2,0.9411764705882354
Yaxel Lendeborg,35.0,30.1,13.8,4.5,8.7,51.3,0.3,1.0,33.3,4.5,5.6,80.0,53.448275862068975,10.6,2.1,0.7,2.1,1.05
Xavier Amos,25.0,30.9,13.8,5.2,10.4,49.6,1.6,4.2,38.5,1.8,2.8,64.8,57.692307692307686,5.8,1.2,0.8,1.3,0.5217391304347826
Shaquil Bender,25.0,31.8,13.8,5.2,13.6,38.1,1.9,5.5,34.1,1.5,1.8,80.4,45.22058823529412,3.2,1.6,1.2,0.2,0.64
TK Simpkins,29.0,27.1,13.8,4.2,10.2,41.6,0.9,3.0,28.7,4.4,6.0,74.0,45.58823529411765,4.7,3.1,1.6,0.3,1.347826086956522
AJ Smith,31.0,30.1,13.7,4.5,10.8,41.3,1.0,3.5,27.5,3.9,4.9,78.9,46.29629629629629,8.8,1.4,1.1,0.6,0.6363636363636362
Sky Wicks,30.0,27.6,13.7,4.8,12.1,39.6,1.4,4.5,31.1,2.7,3.8,72.6,45.45454545454546,6.6,1.8,0.9,0.6,0.5625
Tyler Perkins,29.0,29.8,13.7,4.6,11.8,39.1,1.8,5.2,34.7,2.7,3.5,76.5,46.61016949152542,5.3,1.9,1.4,0.1,1.0555555555555556
Julian Reese,32.0,31.9,13.7,5.0,9.1,54.6,0.0,0.0,0.0,3.8,6.7,56.8,54.94505494505495,9.5,1.3,1.0,1.9,0.52
Cliff Davis,31.0,31.4,13.7,4.6,11.5,39.9,3.0,7.6,39.2,1.5,1.8,84.2,53.043478260869556,3.6,1.7,1.0,0.1,1.3076923076923077
Keshon Gilbert,37.0,31.0,13.7,4.4,10.0,43.8,1.0,2.8,34.6,4.0,5.5,72.8,49.00000000000001,4.4,4.2,2.0,0.1,1.5000000000000002
Chibuzo Agbo,33.0,31.2,13.7,4.7,10.4,45.2,2.3,5.6,40.9,2.0,2.7,72.2,56.25,5.1,0.8,0.6,0.4,0.7272727272727273
Deywilk Tavarez,33.0,30.8,13.7,4.5,11.2,39.6,1.6,4.5,36.2,3.1,4.1,76.9,47.32142857142858,3.4,3.6,2.0,0.0,0.9473684210526316
Claudell Harris Jr.,35.0,31.5,13.7,4.8,12.0,40.3,2.5,6.8,37.0,1.5,2.1,71.2,50.416666666666664,3.7,2.1,0.8,0.1,1.909090909090909
Matthew Cleveland,29.0,33.2,13.7,5.3,10.9,48.9,1.0,2.9,35.7,2.0,2.5,79.5,53.21100917431192,6.1,1.7,1.3,0.4,0.8947368421052632
Dedan Thomas Jr.,34.0,34.9,13.6,4.8,10.7,44.9,1.0,2.8,36.2,3.1,4.1,74.3,49.532710280373834,2.7,5.1,0.9,0.0,2.318181818181818
Samage Teel,32.0,27.9,13.6,4.6,10.5,44.2,1.7,4.1,41.5,2.7,3.6,75.4,51.9047619047619,2.6,2.7,0.8,0.1,1.2272727272727273
B.J. Mack,34.0,24.8,13.6,4.5,10.8,41.4,1.5,4.6,32.1,3.2,4.0,80.1,48.61111111111111,4.7,1.3,0.3,0.5,1.0
Chris Doherty,31.0,28.9,13.6,5.4,10.4,52.2,0.5,2.2,23.5,2.3,3.1,73.7,54.32692307692308,6.7,2.3,0.5,0.8,0.8214285714285714
Ray'Sean Taylor,33.0,30.7,13.6,4.6,11.9,38.4,2.5,6.7,36.7,2.0,2.5,80.5,49.159663865546214,3.6,2.8,1.2,0.1,1.0769230769230769
Charles Smith,30.0,28.2,13.6,4.6,11.2,41.2,1.2,3.6,33.6,3.2,4.0,80.0,46.42857142857142,3.3,1.8,1.3,0.4,0.9
Gabe Madsen,37.0,32.7,13.6,4.8,11.0,43.6,2.8,7.4,38.6,1.2,1.6,72.1,56.36363636363636,3.9,2.5,1.3,0.1,1.25
Noel Coleman,34.0,32.6,13.6,4.5,10.1,44.9,1.9,5.3,35.4,2.6,3.2,81.8,53.960396039603964,3.4,1.4,1.2,0.2,0.9333333333333332
RayJ Dennis,35.0,34.3,13.6,5.1,10.7,47.9,1.1,3.4,32.8,2.2,3.0,73.1,52.80373831775701,3.9,6.7,1.4,0.1,1.9142857142857144
Tre Jackson,32.0,33.3,13.6,4.7,12.1,39.0,3.0,8.2,37.0,1.1,1.3,83.3,51.23966942148761,3.0,1.8,1.0,0.0,1.3846153846153846
Nico Galette,31.0,27.8,13.5,5.2,12.3,42.1,1.0,3.0,32.3,2.2,3.6,61.3,46.34146341463414,7.3,2.1,1.9,0.5,0.9545454545454545
Hunter Cattoor,33.0,33.2,13.5,4.0,9.0,44.9,2.5,6.1,40.5,3.0,3.4,89.3,58.333333333333336,2.8,1.9,0.9,0.2,1.5833333333333333
Marcus Dockery,35.0,34.0,13.5,4.5,10.6,42.2,2.7,6.7,40.6,1.9,2.3,82.3,55.18867924528301,3.3,1.8,0.9,0.1,0.8571428571428571
Alex Schumacher,37.0,30.6,13.5,4.4,10.5,42.3,0.8,2.6,30.9,3.9,5.0,77.7,45.714285714285715,3.7,5.1,1.3,0.1,1.7586206896551724
Jose Perez,30.0,30.9,13.5,4.1,9.6,43.1,0.6,1.4,40.5,4.7,6.4,73.8,45.83333333333333,3.8,2.7,0.9,0.3,1.6875
KJ Allen,30.0,27.2,13.5,4.3,9.8,44.2,0.9,2.3,38.6,4.0,5.1,78.3,48.46938775510204,7.4,1.2,1.0,0.2,0.7999999999999999
Jahvon Quinerly,32.0,32.9,13.5,4.4,10.8,40.5,1.8,5.3,34.5,3.0,3.8,79.2,49.074074074074076,3.3,4.9,1.3,0.1,2.130434782608696
Ray Harrison,34.0,32.8,13.5,4.3,10.5,40.6,1.0,3.4,28.7,4.0,4.8,83.5,45.714285714285715,2.9,3.9,0.8,0.2,1.857142857142857
Jayson Kent,38.0,30.3,13.5,4.9,7.7,63.9,0.8,2.2,36.6,2.8,3.4,83.7,68.83116883116884,8.1,0.6,0.7,0.5,0.5454545454545454
Ethan Taylor,31.0,36.8,13.5,4.5,12.0,37.8,2.7,7.6,35.7,1.7,2.1,81.5,48.75,4.0,2.7,1.2,0.4,1.4210526315789476
DJ Davis,33.0,29.4,13.5,4.3,10.0,42.9,2.0,5.8,35.1,2.9,3.0,95.0,53.0,3.2,2.6,1.1,0.1,1.625
Trey MossW&,33.0,31.3,13.5,4.8,11.7,41.3,1.3,4.5,29.1,2.6,3.4,75.2,46.581196581196586,3.5,2.2,0.7,0.0,1.4666666666666668
Brian Goracke,35.0,30.4,13.5,4.4,10.1,43.6,2.0,5.4,36.5,2.7,3.2,86.5,53.46534653465347,4.3,0.8,0.6,0.5,0.5
Wayne McKinney,32.0,30.1,13.5,4.5,10.7,41.9,0.8,2.5,34.2,3.7,5.0,74.4,45.79439252336449,3.6,2.9,1.3,0.2,1.380952380952381
Roddy Gayle Jr.,36.0,30.9,13.5,4.7,10.4,44.9,0.8,2.8,28.4,3.3,4.0,83.2,49.03846153846154,4.6,3.1,0.8,0.2,1.2916666666666667
Jonathan Cisse,32.0,29.2,13.5,4.3,10.5,41.2,1.6,4.2,37.8,3.3,4.0,82.7,48.57142857142856,3.4,2.8,0.9,0.1,1.8666666666666665
Quimari Peterson,35.0,32.0,13.5,5.1,12.9,39.3,1.1,3.8,28.6,2.2,3.1,71.6,43.7984496124031,4.5,3.7,1.7,0.3,1.6086956521739133
Tyrone Williams,31.0,30.9,13.5,5.3,12.4,42.6,1.1,4.1,27.3,1.8,2.9,61.1,47.177419354838705,5.6,1.1,1.5,0.3,0.8461538461538461
Tamar Bates,32.0,27.4,13.5,4.8,9.7,49.5,1.1,2.8,38.5,2.8,3.0,92.6,55.154639175257735,3.0,1.3,0.8,0.2,0.7647058823529412
Nate Heise,32.0,32.9,13.5,4.7,10.1,46.3,1.5,4.1,35.6,2.7,3.7,72.9,53.960396039603964,6.1,2.4,0.9,0.6,1.4999999999999998
Andrew Carr,35.0,32.5,13.5,4.7,8.9,52.6,1.0,2.8,37.1,3.1,3.9,78.1,58.42696629213483,6.8,1.5,0.5,1.5,1.25
Davon Barnes,33.0,30.9,13.5,4.5,10.7,42.1,1.8,4.6,39.1,2.6,3.2,83.7,50.46728971962617,3.5,1.6,0.7,0.2,0.888888888888889
Kaden Metheny,32.0,32.0,13.4,4.8,10.5,45.2,2.7,6.6,41.2,1.2,1.8,68.4,58.57142857142858,3.4,2.7,0.8,0.1,1.4210526315789476
Oso Ighodaro,36.0,32.5,13.4,5.4,9.4,57.6,0.0,0.1,0.0,2.5,4.1,62.3,57.446808510638306,6.9,2.9,1.1,1.3,1.611111111111111
Anthony Roberts,36.0,32.1,13.4,5.1,11.1,45.8,1.0,3.3,30.8,2.2,2.8,80.8,50.45045045045045,5.8,1.6,1.7,0.7,0.8
Josh Corbin,29.0,33.6,13.4,4.1,10.9,37.5,3.0,8.3,36.3,2.2,2.6,85.3,51.376146788990816,3.1,3.2,0.5,0.0,1.6842105263157896
Jamal West Jr.,34.0,32.6,13.4,4.6,9.1,50.3,0.1,0.8,18.5,4.1,6.0,69.1,51.098901098901095,7.4,2.1,0.6,1.6,0.6774193548387097
Chad Venning,33.0,24.1,13.4,5.3,10.1,52.9,0.0,0.1,0.0,2.7,3.8,70.9,52.475247524752476,4.6,0.5,0.4,1.6,0.22727272727272727
John Poulakidas,33.0,31.0,13.4,4.7,10.5,44.7,2.5,6.2,40.5,1.5,1.9,76.6,56.666666666666664,2.3,1.9,0.5,0.4,2.111111111111111
Adam Clark,33.0,31.2,13.4,5.2,11.1,46.9,0.2,1.3,14.0,2.8,3.7,74.8,47.74774774774775,2.5,3.9,2.5,0.1,1.56
Arturo Dean,31.0,28.8,13.4,5.4,12.8,41.8,0.9,2.9,30.3,1.8,2.8,64.4,45.703125,5.1,4.0,3.4,0.2,1.081081081081081
Brice Williams,34.0,29.7,13.4,4.2,9.5,44.4,1.5,3.8,38.8,3.5,4.1,84.4,52.10526315789474,5.5,2.5,1.1,0.6,1.3888888888888888
Jalen Cone,32.0,35.6,13.4,3.9,11.8,33.2,2.8,8.7,31.9,2.8,3.4,81.7,44.91525423728813,2.1,2.3,0.6,0.1,1.769230769230769
Chuck Harris,32.0,29.8,13.4,4.8,11.1,43.2,2.1,5.2,40.7,1.7,2.1,81.8,52.702702702702695,3.2,3.4,1.0,0.2,1.7894736842105263
Aaron Estrada,37.0,31.0,13.4,5.3,11.9,44.9,1.4,4.3,31.3,1.4,1.6,84.7,50.42016806722689,5.4,4.6,1.6,0.2,2.0
Shereef Mitchell,32.0,29.9,13.3,4.9,10.5,47.0,1.1,3.3,32.7,2.4,3.3,73.1,51.90476190476191,4.2,2.4,1.4,0.2,1.7142857142857144
T.J. Bickerstaff,36.0,23.4,13.3,5.2,8.4,61.9,0.0,0.1,0.0,2.9,4.8,62.0,61.904761904761905,8.4,1.7,1.1,0.4,0.9444444444444444
Javaunte Hawkins,33.0,26.8,13.3,4.5,11.2,39.8,2.7,6.9,38.4,1.8,2.2,80.6,52.23214285714286,2.2,2.3,1.2,0.0,1.5333333333333332
Javian McCollum,30.0,31.1,13.3,4.4,10.9,40.4,1.8,5.7,31.4,2.7,2.9,94.3,48.62385321100918,2.6,3.4,0.8,0.1,1.7
Nijel Pack,25.0,32.6,13.3,4.9,12.2,40.0,2.0,5.6,35.7,1.6,2.0,76.5,48.360655737704924,2.6,3.6,1.0,0.3,2.0
JJ Starling,32.0,34.4,13.3,5.3,11.7,45.8,1.4,4.3,32.4,1.3,1.8,71.4,51.28205128205129,3.2,1.9,0.8,0.2,1.1176470588235294
Ryan Myers,32.0,30.2,13.3,4.2,11.0,38.4,2.6,6.4,40.0,2.3,2.8,81.3,50.0,2.5,2.1,0.4,0.0,0.9130434782608696
Ian Martinez,34.0,30.9,13.3,4.2,8.9,47.4,1.6,4.1,38.1,3.3,3.9,85.6,56.179775280898866,3.6,1.8,0.9,0.8,1.0
Deivon Smith,28.0,29.5,13.3,5.0,10.7,46.7,1.0,2.5,40.8,2.3,3.3,67.7,51.40186915887851,6.3,7.1,1.1,0.3,2.84
